name	female	male	number_of_GFP_kernels	number_of_WT_kernels	year	cross_type	family	category	allele	FPKM
Y24-3x1	24-3	1	259	252	2019	female	24	vegetative_cell_high	R102H01	2786.36
Y2x14-2	2	14-2	100	100	2019	male	14	vegetative_cell_high	R92F08	330.685
Y72-1x1	72-1	1	239	262	2019	female	72	vegetative_cell_high	R67C09	21028.2
Y2x86-5	2	86-5	183	144	2019	male	86	vegetative_cell_high	R103E04	35.5349
Y85-4x1	85-4	1	107	100	2019	female	85	vegetative_cell_high	R34C11	885.729
Y2x70-1	2	70-1	221	165	2019	male	70	vegetative_cell_high	R08A07	353.673
Y75-4x1	75-4	1	251	241	2019	female	75	vegetative_cell_high	R45E04	32.8555
Y26-5x1	26-5	1	211	256	2019	female	26	vegetative_cell_high	R01G01	176.627
Y2x14-5	2	14-5	172	210	2019	male	14	vegetative_cell_high	R92F08	330.685
Y71-4x1	71-4	1	237	268	2019	female	71	vegetative_cell_high	R81E02	4371.01
Y2x35-2	2	35-2	236	233	2019	male	35	vegetative_cell_high	R81G05	64.6735
Y2x51-6	2	51-6	171	198	2019	male	51	vegetative_cell_high	R52E07	153.004
Y2x32-6	2	32-6	149	148	2019	male	32	vegetative_cell_high	R27E01	47.4902
Y2x73G-1	2	73G-1	260	234	2019	male	73	sperm_cell_high	R35A03	160.436
Y54-2x1	54-2	1	203	211	2019	female	54	vegetative_cell_high	R33F03	304.574
Y2x39-2	2	39-2	235	229	2019	male	39	vegetative_cell_high	R88B08	720.42
Y51-1x1	51-1	1	303	252	2019	female	51	vegetative_cell_high	R52E07	153.004
Y2x56-2	2	56-2	174	164	2019	male	56	vegetative_cell_high	R41F01	159.129
Y50G-2x1	50G-2	1	279	265	2019	female	50	sperm_cell_high	R106G12	126.303
Y2x25-5m1	2	25-5m1	308	266	2019	male	25	seedling_only	R63F09	38.2865666666667
Y2x18-5	2	18-5	249	272	2019	male	18	vegetative_cell_high	R02D02	54.9727
Y55-1x1	55-1	1	126	151	2019	female	55	vegetative_cell_high	R77F09	33.3009
Y58-2x1	58-2	1	225	195	2019	female	58	vegetative_cell_high	R99B02	56.2152
Y2x18-2	2	18-2	204	207	2019	male	18	vegetative_cell_high	R02D02	54.9727
Y56-4x1	56-4	1	315	285	2019	female	56	vegetative_cell_high	R41F01	159.129
Y2x32-1	2	32-1	267	275	2019	male	32	vegetative_cell_high	R27E01	47.4902
Y38-1x1	38-1	1	277	202	2019	female	38	vegetative_cell_high	R04G10	60.916
Y2x54-3	2	54-3	161	166	2019	male	54	vegetative_cell_high	R33F03	304.574
Y37-4x1	37-4	1	214	234	2019	female	37	seedling_only	R106F04	103.9473
Y86G-2x1	86G-2	1	242	257	2019	female	86	vegetative_cell_high	R103E04	35.5349
Y2x23-2	2	23-2	131	185	2019	male	23	vegetative_cell_high	R04A02	52.5708
Y2x88-4	2	88-4	216	227	2019	male	88	vegetative_cell_high	R107C12	885.729
Y2x75-4	2	75-4	126	174	2019	male	75	vegetative_cell_high	R45E04	32.8555
Y34-1x1	34-1	1	260	233	2019	female	34	vegetative_cell_high	R101B03	4371.01
Y2x88-3	2	88-3	222	207	2019	male	88	vegetative_cell_high	R107C12	885.729
Y62-3x1	62-3	1	222	236	2019	female	62	vegetative_cell_high	R31H05	196.9
Y2x66-6	2	66-6	234	234	2019	male	66	sperm_cell_high	R26G07	118.053
Y35-2x1	35-2	1	251	254	2019	female	35	vegetative_cell_high	R81G05	64.6735
Y66-3x1	66-3	1	249	211	2019	female	66	sperm_cell_high	R26G07	118.053
Y2x54-4	2	54-4	146	202	2019	male	54	vegetative_cell_high	R33F03	304.574
Y69-6x1	69-6	1	245	245	2019	female	69	vegetative_cell_high	R49F11	4175.48
Y82-10x1	82-10	1	286	319	2019	female	82	vegetative_cell_high	R35A08	162
Y39-3bx1	39-3b	1	186	201	2019	female	39	vegetative_cell_high	R88B08	720.42
Y46-6x1	46-6	1	261	238	2019	female	46	sperm_cell_high	R60D10	76.6179
Y43-5x1	43-5	1	224	226	2019	female	43	seedling_only	R46C04	106.187666666667
Y49-3x1	49-3	1	222	213	2019	female	49	vegetative_cell_high	R24D03	165.028
Y2x37-4	2	37-4	232	216	2019	male	37	seedling_only	R106F04	103.9473
Y2x24-1	2	24-1	263	201	2019	male	24	vegetative_cell_high	R102H01	2786.36
Y2x40-5	2	40-5	155	216	2019	male	40	sperm_cell_high	R31B01	46.2179
Y2x84-3	2	84-3	190	159	2019	male	84	seedling_only	R65E02	234.641
Y2x82-13	2	82-13	138	138	2019	male	82	vegetative_cell_high	R35A08	162
Y2x40-2	2	40-2	202	180	2019	male	40	sperm_cell_high	R31B01	46.2179
Y2x84-4	2	84-4	233	211	2019	male	84	seedling_only	R65E02	234.641
Y45-3x1	45-3	1	267	283	2019	female	45	sperm_cell_high	R87A03	51.2846
Y2x49G-1	2	49G-1	121	126	2019	male	49	vegetative_cell_high	R24D03	165.028
Y18-4x1	18-4	1	255	258	2019	female	18	vegetative_cell_high	R02D02	54.9727
Y17-1x1	17-1	1	284	235	2019	female	17	vegetative_cell_high	R32B05	32.8555
Y2x58-3	2	58-3	110	122	2019	male	58	vegetative_cell_high	R99B02	56.2152
Y2x37-3	2	37-3	172	182	2019	male	37	seedling_only	R106F04	103.9473
Y49G-1x1	49G-1	1	189	197	2019	female	49	vegetative_cell_high	R24D03	165.028
Y2x71-6	2	71-6	251	278	2019	male	71	vegetative_cell_high	R81E02	4371.01
Y87-3x1	87-3	1	284	248	2019	female	87	sperm_cell_high	R84A12	392.156
Y2x43-4	2	43-4	249	229	2019	male	43	seedling_only	R46C04	106.187666666667
Y2x87-2	2	87-2	47	194	2019	male	87	sperm_cell_high	R84A12	392.156
Y24-2x1	24-2	1	257	268	2019	female	24	vegetative_cell_high	R102H01	2786.36
Y73-3x1	73-3	1	282	256	2019	female	73	sperm_cell_high	R35A03	160.436
Y2x34-5	2	34-5	139	151	2019	male	34	vegetative_cell_high	R101B03	4371.01
Y20-2x1	20-2	1	213	199	2019	female	20	vegetative_cell_high	R23D05	31.1667
Y25-1x1	25-1	1	228	238	2019	female	25	seedling_only	R63F09	38.2865666666667
Y2x62-3	2	62-3	126	126	2019	male	62	vegetative_cell_high	R31H05	196.9
Y2x34-2	2	34-2	192	194	2019	male	34	vegetative_cell_high	R101B03	4371.01
Y71-5x1	71-5	1	194	200	2019	female	71	vegetative_cell_high	R81E02	4371.01
Y84-6x1	84-6	1	276	258	2019	female	84	seedling_only	R65E02	234.641
Y2x71-1	2	71-1	197	242	2019	male	71	vegetative_cell_high	R81E02	4371.01
Y2x43-3	2	43-3	122	109	2019	male	43	seedling_only	R46C04	106.187666666667
Y85-5x1	85-5	1	357	157	2019	female	85	vegetative_cell_high	R34C11	885.729
Y80-6x1	80-6	1	230	255	2019	female	80	vegetative_cell_high	R72D11	90.5725
Y2x87-5	2	87-5	38	200	2019	male	87	sperm_cell_high	R84A12	392.156
Y26-4x1	26-4	1	269	271	2019	female	26	vegetative_cell_high	R01G01	176.627
Y70-6x1	70-6	1	234	207	2019	female	70	vegetative_cell_high	R08A07	353.673
Y75-5x1	75-5	1	273	271	2019	female	75	vegetative_cell_high	R45E04	32.8555
Y50G-3x1	50G-3	1	174	204	2019	female	50	sperm_cell_high	R106G12	126.303
Y2x80-1	2	80-1	217	230	2019	male	80	vegetative_cell_high	R72D11	90.5725
Y2x19-5	2	19-5	164	300	2019	male	19	sperm_cell_high	R82A03	392.156
Y2x20-3	2	20-3	124	141	2019	male	20	vegetative_cell_high	R23D05	31.1667
Y2x41B-1	2	41B-1	221	170	2019	male	41	vegetative_cell_high	R98H09	369.498
Y54-3x1	54-3	1	80	94	2019	female	54	vegetative_cell_high	R33F03	304.574
Y2x38-2	2	38-2	220	220	2019	male	38	vegetative_cell_high	R04G10	60.916
Y2x41B-6	2	41B-6	88	117	2019	male	41	vegetative_cell_high	R98H09	369.498
Y2x38-5	2	38-5	160	153	2019	male	38	vegetative_cell_high	R04G10	60.916
Y2x33-1	2	33-1	201	164	2019	male	33	vegetative_cell_high	R27E01	47.4902
Y53-6x1	53-6	1	257	256	2019	female	53	seedling_only	R52B09	96.7292666666667
Y2x80-6	2	80-6	124	134	2019	male	80	vegetative_cell_high	R72D11	90.5725
Y2x19-2	2	19-2	153	361	2019	male	19	sperm_cell_high	R82A03	392.156
Y2x20-4	2	20-4	183	213	2019	male	20	vegetative_cell_high	R23D05	31.1667
Y58-3x1	58-3	1	255	245	2019	female	58	vegetative_cell_high	R99B02	56.2152
Y2x46-6	2	46-6	330	268	2019	male	46	sperm_cell_high	R60D10	76.6179
Y32-6x1	32-6	1	235	226	2019	female	32	vegetative_cell_high	R27E01	47.4902
Y37-5x1	37-5	1	134	149	2019	female	37	seedling_only	R106F04	103.9473
Y64-4x1	64-4	1	172	157	2019	female	64	sperm_cell_high	R53C03	48.0851
Y63-1x1	63-1	1	255	276	2019	female	63	sperm_cell_high	R53C03	48.0851
Y2x55-4	2	55-4	187	234	2019	male	55	vegetative_cell_high	R77F09	33.3009
Y66-2x1	66-2	1	284	267	2019	female	66	sperm_cell_high	R26G07	118.053
Y2x86G-1	2	86G-1	91	94	2019	male	86	vegetative_cell_high	R103E04	35.5349
Y35-3x1	35-3	1	196	241	2019	female	35	vegetative_cell_high	R81G05	64.6735
Y82-11x1	82-11	1	220	239	2019	female	82	vegetative_cell_high	R35A08	162
Y62-2x1	62-2	1	260	227	2019	female	62	vegetative_cell_high	R31H05	196.9
Y67-1x1	67-1	1	218	221	2019	female	67	sperm_cell_high	R26G07	118.053
Y2x46-1	2	46-1	269	221	2019	male	46	sperm_cell_high	R60D10	76.6179
Y41B-2x1	41B-2	1	253	265	2019	female	41	vegetative_cell_high	R98H09	369.498
Y2x82-7	2	82-7	163	177	2019	male	82	vegetative_cell_high	R35A08	162
Y2x25-1	2	25-1	167	173	2019	male	25	seedling_only	R63F09	38.2865666666667
Y2x17-3	2	17-3	260	277	2019	male	17	vegetative_cell_high	R32B05	32.8555
Y14-5x1	14-5	1	160	181	2019	female	14	vegetative_cell_high	R92F08	330.685
Y67G-2x1	67G-2	1	296	275	2019	female	67	sperm_cell_high	R26G07	118.053
Y2x59-4	2	59-4	216	250	2019	male	59	seedling_only	R12H07	37.5026
Y43-4x1	43-4	1	239	211	2019	female	43	seedling_only	R46C04	106.187666666667
Y2x36-4	2	36-4	240	187	2019	male	36	vegetative_cell_high	R92A10	132.288
Y2x50G-6	2	50G-6	268	246	2019	male	50	sperm_cell_high	R106G12	126.303
Y18-5x1	18-5	1	256	242	2019	female	18	vegetative_cell_high	R02D02	54.9727
Y2x36-3	2	36-3	280	272	2019	male	36	vegetative_cell_high	R92A10	132.288
Y2x50G-1	2	50G-1	183	143	2019	male	50	sperm_cell_high	R106G12	126.303
Y2x25-6	2	25-6	186	193	2019	male	25	seedling_only	R63F09	38.2865666666667
Y2x17-4	2	17-4	221	236	2019	male	17	vegetative_cell_high	R32B05	32.8555
Y45-2x1	45-2	1	251	265	2019	female	45	sperm_cell_high	R87A03	51.2846
Y40-1x1	40-1	1	223	234	2019	female	40	sperm_cell_high	R31B01	46.2179
Y2x85-4	2	85-4	200	169	2019	male	85	vegetative_cell_high	R34C11	885.729
Y19-6x1	19-6	1	229	224	2019	female	19	sperm_cell_high	R82A03	392.156
Y75-6x1	75-6	1	270	256	2019	female	75	vegetative_cell_high	R45E04	32.8555
Y70-5x1	70-5	1	222	217	2019	female	70	vegetative_cell_high	R08A07	353.673
Y2x72-1	2	72-1	152	154	2019	male	72	vegetative_cell_high	R67C09	21028.2
Y2x82-12	2	82-12	147	159	2019	male	82	vegetative_cell_high	R35A08	162
Y80-5x1	80-5	1	268	273	2019	female	80	vegetative_cell_high	R72D11	90.5725
Y2x40-3	2	40-3	199	214	2019	male	40	sperm_cell_high	R31B01	46.2179
Y85-6x1	85-6	1	216	184	2019	female	85	vegetative_cell_high	R34C11	885.729
Y2x84-5	2	84-5	227	253	2019	male	84	seedling_only	R65E02	234.641
Y2x53-6	2	53-6	95	97	2019	male	53	seedling_only	R52B09	96.7292666666667
Y2x58-2	2	58-2	246	257	2019	male	58	vegetative_cell_high	R99B02	56.2152
Y84-5x1	84-5	1	238	223	2019	female	84	seedling_only	R65E02	234.641
Y71-6x1	71-6	1	237	252	2019	female	71	vegetative_cell_high	R81E02	4371.01
Y86-3x1	86-3	1	282	98	2019	female	86	vegetative_cell_high	R103E04	35.5349
Y2x53-1	2	53-1	282	260	2019	male	53	seedling_only	R52B09	96.7292666666667
Y2x37-5	2	37-5	188	211	2019	male	37	seedling_only	R106F04	103.9473
Y25-2x1	25-2	1	244	236	2019	female	25	seedling_only	R63F09	38.2865666666667
Y72-3x1	72-3	1	240	231	2019	female	72	vegetative_cell_high	R67C09	21028.2
Y2x66-9	2	66-9	244	262	2019	male	66	sperm_cell_high	R26G07	118.053
Y24-1x1	24-1	1	249	252	2019	female	24	vegetative_cell_high	R102H01	2786.36
Y2x84-2	2	84-2	188	191	2019	male	84	seedling_only	R65E02	234.641
Y2x23-4	2	23-4	189	294	2019	male	23	vegetative_cell_high	R04A02	52.5708
Y2x75-2	2	75-2	158	156	2019	male	75	vegetative_cell_high	R45E04	32.8555
Y2x66-7	2	66-7	211	235	2019	male	66	sperm_cell_high	R26G07	118.053
Y2x54-5	2	54-5	143	150	2019	male	54	vegetative_cell_high	R33F03	304.574
Y53-5x1	53-5	1	288	235	2019	female	53	seedling_only	R52B09	96.7292666666667
Y2x54-2	2	54-2	165	183	2019	male	54	vegetative_cell_high	R33F03	304.574
Y51-3x1	51-3	1	198	212	2019	female	51	vegetative_cell_high	R52E07	153.004
Y2x72-6m1	2	72-6m1	249	290	2019	male	72	vegetative_cell_high	R67C09	21028.2
Y2x23-3	2	23-3	206	215	2019	male	23	vegetative_cell_high	R04A02	52.5708
Y2x11-1	2	11-1	252	236	2019	male	11	sperm_cell_high	R91F11	220.451
Y2x83-1	2	83-1	222	216	2019	male	83	vegetative_cell_high	R35A08	162
Y2x75-5	2	75-5	134	135	2019	male	75	vegetative_cell_high	R45E04	32.8555
Y62-1x1	62-1	1	265	238	2019	female	62	vegetative_cell_high	R31H05	196.9
Y41B-1x1	41B-1	1	258	203	2019	female	41	vegetative_cell_high	R98H09	369.498
Y34-3x1	34-3	1	254	258	2019	female	34	vegetative_cell_high	R101B03	4371.01
Y2x18-3	2	18-3	285	283	2019	male	18	vegetative_cell_high	R02D02	54.9727
Y2x39-4	2	39-4	163	153	2019	male	39	vegetative_cell_high	R88B08	720.42
Y82-12x1	82-12	1	226	197	2019	female	82	vegetative_cell_high	R35A08	162
Y69-4x1	69-4	1	213	250	2019	female	69	vegetative_cell_high	R49F11	4175.48
Y63-2x1	63-2	1	231	249	2019	female	63	sperm_cell_high	R53C03	48.0851
Y2x20-5?	2	20-5?	217	209	2019	male	20	vegetative_cell_high	R23D05	31.1667
Y2x39-3	2	39-3	184	199	2019	male	39	vegetative_cell_high	R88B08	720.42
Y37-6x1	37-6	1	254	208	2019	female	37	seedling_only	R106F04	103.9473
Y32-5x1	32-5	1	242	258	2019	female	32	vegetative_cell_high	R27E01	47.4902
Y38-3x1	38-3	1	269	235	2019	female	38	vegetative_cell_high	R04G10	60.916
Y2x56-3	2	56-3	164	201	2019	male	56	vegetative_cell_high	R41F01	159.129
Y2x18-4	2	18-4	278	250	2019	male	18	vegetative_cell_high	R02D02	54.9727
Y2x86-4	2	86-4	253	196	2019	male	86	vegetative_cell_high	R103E04	35.5349
Y40-2x1	40-2	1	262	229	2019	female	40	sperm_cell_high	R31B01	46.2179
Y19-5x1	19-5	1	215	230	2019	female	19	sperm_cell_high	R82A03	392.156
Y2x35-3	2	35-3	255	248	2019	male	35	vegetative_cell_high	R81G05	64.6735
Y2x63-5	2	63-5	102	106	2019	male	63	sperm_cell_high	R53C03	48.0851
Y17-3x1	17-3	1	265	269	2019	female	17	vegetative_cell_high	R32B05	32.8555
Y2x68-1	2	68-1	79	117	2019	male	68	vegetative_cell_high	R83B04	90.3365
Y2x35-4	2	35-4	118	140	2019	male	35	vegetative_cell_high	R81G05	64.6735
Y2x63-2	2	63-2	203	174	2019	male	63	sperm_cell_high	R53C03	48.0851
Y49-1x1	49-1	1	247	213	2019	female	49	vegetative_cell_high	R24D03	165.028
Y2x68-6	2	68-6	183	162	2019	male	68	vegetative_cell_high	R83B04	90.3365
Y2x86-3	2	86-3	235	211	2019	male	86	vegetative_cell_high	R103E04	35.5349
Y11-5x1	11-5	1	276	272	2019	female	11	sperm_cell_high	R91F11	220.451
Y67G-1x1	67G-1	1	223	210	2019	female	67	sperm_cell_high	R26G07	118.053
Y14-6x1	14-6	1	206	209	2019	female	14	vegetative_cell_high	R92F08	330.685
Y2x49-1	2	49-1	111	73	2019	male	49	vegetative_cell_high	R24D03	165.028
Y2x26-1	2	26-1	217	251	2019	male	26	vegetative_cell_high	R01G01	176.627
Y84-4x1	84-4	1	222	226	2019	female	84	seedling_only	R65E02	234.641
Y2x59-2	2	59-2	96	84	2019	male	59	seedling_only	R12H07	37.5026
Y2x36-2	2	36-2	165	211	2019	male	36	vegetative_cell_high	R92A10	132.288
Y2x58-4m1	2	58-4m1	103	121	2019	male	58	vegetative_cell_high	R99B02	56.2152
Y73G-1?x1	73G-1?	1	195	215	2019	female	73	sperm_cell_high	R35A03	160.436
Y2x85-5	2	85-5	183	192	2019	male	85	vegetative_cell_high	R34C11	885.729
Y2x73-1	2	73-1	262	266	2019	male	73	sperm_cell_high	R35A03	160.436
Y2x17-2	2	17-2	225	211	2019	male	17	vegetative_cell_high	R32B05	32.8555
Y72-2x1	72-2	1	239	246	2019	female	72	vegetative_cell_high	R67C09	21028.2
Y88-4x1	88-4	1	208	178	2019	female	88	vegetative_cell_high	R107C12	885.729
Y87-1x1	87-1	1	241	198	2019	female	87	sperm_cell_high	R84A12	392.156
Y83-1x1	83-1	1	275	272	2019	female	83	vegetative_cell_high	R35A08	162
Y2x52-1	2	52-1	234	242	2019	male	52	vegetative_cell_high	R52E07	153.004
Y86-2x1	86-2	1	235	223	2019	female	86	vegetative_cell_high	R103E04	35.5349
Y25-3x1	25-3	1	265	251	2019	female	25	seedling_only	R63F09	38.2865666666667
Y2x50G-7	2	50G-7	157	191	2019	male	50	sperm_cell_high	R106G12	126.303
Y73-1x1	73-1	1	142	149	2019	female	73	sperm_cell_high	R35A03	160.436
Y2x82-8	2	82-8	180	176	2019	male	82	vegetative_cell_high	R35A08	162
Y2x55-5	2	55-5	98	85	2019	male	55	vegetative_cell_high	R77F09	33.3009
Y53-4x1	53-4	1	183	215	2019	female	53	seedling_only	R52B09	96.7292666666667
Y59-2x1	59-2	1	237	240	2019	female	59	seedling_only	R12H07	37.5026
Y58-1x1	58-1	1	281	273	2019	female	58	vegetative_cell_high	R99B02	56.2152
Y55-2x1	55-2	1	310	201	2019	female	55	vegetative_cell_high	R77F09	33.3009
Y50G-1x1	50G-1	1	233	217	2019	female	50	sperm_cell_high	R106G12	126.303
Y2x55-2	2	55-2	118	162	2019	male	55	vegetative_cell_high	R77F09	33.3009
Y51-2x1	51-2	1	141	145	2019	female	51	vegetative_cell_high	R52E07	153.004
Y54-1x1	54-1	1	212	220	2019	female	54	vegetative_cell_high	R33F03	304.574
Y82-13x1	82-13	1	185	204	2019	female	82	vegetative_cell_high	R35A08	162
Y39-3ax1	39-3a	1	251	253	2019	female	39	vegetative_cell_high	R88B08	720.42
Y35-1x1	35-1	1	226	235	2019	female	35	vegetative_cell_high	R81G05	64.6735
Y63-3x1	63-3	1	237	228	2019	female	63	sperm_cell_high	R53C03	48.0851
Y69-5x1	69-5	1	269	248	2019	female	69	vegetative_cell_high	R49F11	4175.48
Y34-2x1	34-2	1	247	289	2019	female	34	vegetative_cell_high	R101B03	4371.01
Y68-6x1	68-6	1	166	189	2019	female	68	vegetative_cell_high	R83B04	90.3365
Y2x19-3	2	19-3	104	213	2019	male	19	sperm_cell_high	R82A03	392.156
Y36-4x1	36-4	1	151	133	2019	female	36	vegetative_cell_high	R92A10	132.288
Y39-1x1	39-1	1	199	186	2019	female	39	vegetative_cell_high	R88B08	720.42
Y2x19-4	2	19-4	98	154	2019	male	19	sperm_cell_high	R82A03	392.156
Y86G-1x1	86G-1	1	265	247	2019	female	86	vegetative_cell_high	R103E04	35.5349
Y2x20-2	2	20-2	213	233	2019	male	20	vegetative_cell_high	R23D05	31.1667
Y2x38-3	2	38-3	74	58	2019	male	38	vegetative_cell_high	R04G10	60.916
Y38-2x1	38-2	1	287	260	2019	female	38	vegetative_cell_high	R04G10	60.916
Y32-4x1	32-4	1	92	58	2019	female	32	vegetative_cell_high	R27E01	47.4902
Y2x34-3	2	34-3	164	196	2019	male	34	vegetative_cell_high	R101B03	4371.01
Y49G-2x1	49G-2	1	197	190	2019	female	49	vegetative_cell_high	R24D03	165.028
Y2x69-1	2	69-1	144	181	2019	male	69	vegetative_cell_high	R49F11	4175.48
Y17-2x1	17-2	1	229	235	2019	female	17	vegetative_cell_high	R32B05	32.8555
Y19-4x1	19-4	1	250	280	2019	female	19	sperm_cell_high	R82A03	392.156
Y40-3x1	40-3	1	219	204	2019	female	40	sperm_cell_high	R31B01	46.2179
Y2x87-4	2	87-4	78	196	2019	male	87	sperm_cell_high	R84A12	392.156
Y2x66-10	2	66-10	182	163	2019	male	66	sperm_cell_high	R26G07	118.053
Y2x43-5	2	43-5	132	164	2019	male	43	seedling_only	R46C04	106.187666666667
Y11-4x1	11-4	1	239	241	2019	female	11	sperm_cell_high	R91F11	220.451
Y2x87-3	2	87-3	101	253	2019	male	87	sperm_cell_high	R84A12	392.156
Y2x69-6	2	69-6	136	180	2019	male	69	vegetative_cell_high	R49F11	4175.48
Y2x62-2	2	62-2	209	210	2019	male	62	vegetative_cell_high	R31H05	196.9
Y2x81-1	2	81-1	90	100	2019_additional_alleles	male	81	seedling_only	R44E07	116.5753333
Y2x81-6	2	81-6	119	137	2019_additional_alleles	male	81	seedling_only	R44E07	116.5753333
Y2x42-4	2	42-4	146	173	2019_additional_alleles	male	42	sperm_cell_high	R83A02	508.239
Y2x42-3	2	42-3	281	244	2019_additional_alleles	male	42	sperm_cell_high	R83A02	508.239
Y2x81-3m1	2	81-3m1	293	293	2019_additional_alleles	male	81	seedling_only	R44E07	116.5753333
Y2x74G-2	2	74G-2	214	157	2019_additional_alleles	male	74	seedling_only	R65A10	695.5563333
Y2x89-4	2	89-4	176	203	2019_additional_alleles	male	89	seedling_only	R106E07	35.1108
Y2x74-4	2	74-4	142	145	2019_additional_alleles	male	74	seedling_only	R65A10	695.5563333
Y2x89-3	2	89-3	269	301	2019_additional_alleles	male	89	seedling_only	R106E07	35.1108
Y2x74-3	2	74-3	227	192	2019_additional_alleles	male	74	seedling_only	R65A10	695.5563333
Y2x44-7	2	44-7	104	127	2019_additional_alleles	male	44	seedling_only	R91G06	53.8378
Y2x42-2	2	42-2	147	202	2019_additional_alleles	male	42	sperm_cell_high	R83A02	508.239
Y2x42-5	2	42-5	153	153	2019_additional_alleles	male	42	sperm_cell_high	R83A02	508.239
Y2x44-1	2	44-1	205	200	2019_additional_alleles	male	44	seedling_only	R91G06	53.8378
Y2x44-6	2	44-6	207	185	2019_additional_alleles	male	44	seedling_only	R91G06	53.8378
Y2x74-2	2	74-2	264	209	2019_additional_alleles	male	74	seedling_only	R65A10	695.5563333
Y2x89-2	2	89-2	251	289	2019_additional_alleles	male	89	seedling_only	R106E07	35.1108
Y2x74-5	2	74-5	180	182	2019_additional_alleles	male	74	seedling_only	R65A10	695.5563333
Y2x74G-3	2	74G-3	259	251	2019_additional_alleles	male	74	seedling_only	R65A10	695.5563333
Y2x44-5	2	44-5	237	204	2019_additional_alleles	male	44	seedling_only	R91G06	53.8378
Y2x44-2	2	44-2	140	181	2019_additional_alleles	male	44	seedling_only	R91G06	53.8378
Y2x89-6	2	89-6	202	207	2019_additional_alleles	male	89	seedling_only	R106E07	35.1108
Y2x74-1	2	74-1	151	123	2019_additional_alleles	male	74	seedling_only	R65A10	695.5563333
Y2x89-8	2	89-8	250	268	2019_additional_alleles	male	89	seedling_only	R106E07	35.1108
Y2x42-6	2	42-6	239	217	2019_additional_alleles	male	42	sperm_cell_high	R83A02	508.239
Y2x42-1	2	42-1	160	162	2019_additional_alleles	male	42	sperm_cell_high	R83A02	508.239
Y2x81-4	2	81-4	167	150	2019_additional_alleles	male	81	seedling_only	R44E07	116.5753333
Y2x89-11	2	89-11	263	298	2019_additional_alleles	male	89	seedling_only	R106E07	35.1108
Y2x89-7	2	89-7	289	229	2019_additional_alleles	male	89	seedling_only	R106E07	35.1108
Y2x44-3	2	44-3	293	242	2019_additional_alleles	male	44	seedling_only	R91G06	53.8378
Y2x81-5	2	81-5	180	207	2019_additional_alleles	male	81	seedling_only	R44E07	116.5753333
Y2x81-2	2	81-2	211	231	2019_additional_alleles	male	81	seedling_only	R44E07	116.5753333
Y2x81-3m2	2	81-3m2	60	94	2019_additional_alleles	male	81	seedling_only	R44E07	116.5753333
Y2x42-7	2	42-7	236	271	2019_additional_alleles	male	42	sperm_cell_high	R83A02	508.239
Y81-1x1	81-1	1	319	308	2019_additional_alleles	female	81	seedling_only	R44E07	116.5753333
Y74-2x1	74-2	1	258	230	2019_additional_alleles	female	74	seedling_only	R65A10	695.5563333
Y42-3x1	42-3	1	117	123	2019_additional_alleles	female	42	sperm_cell_high	R83A02	508.239
Y44-5x1	44-5	1	250	251	2019_additional_alleles	female	44	seedling_only	R91G06	53.8378
Y74-3x1	74-3	1	249	231	2019_additional_alleles	female	74	seedling_only	R65A10	695.5563333
Y42-2x1	42-2	1	244	229	2019_additional_alleles	female	42	sperm_cell_high	R83A02	508.239
Y81-3x1	81-3	1	240	254	2019_additional_alleles	female	81	seedling_only	R44E07	116.5753333
Y89-3x1	89-3	1	267	289	2019_additional_alleles	female	89	seedling_only	R106E07	35.1108
Y44-7x1	44-7	1	213	204	2019_additional_alleles	female	44	seedling_only	R91G06	53.8378
Y42-1x1	42-1	1	209	230	2019_additional_alleles	female	42	sperm_cell_high	R83A02	508.239
Y74-1x1	74-1	1	295	257	2019_additional_alleles	female	74	seedling_only	R65A10	695.5563333
Y81-2x1	81-2	1	199	204	2019_additional_alleles	female	81	seedling_only	R44E07	116.5753333
Y89-2x1	89-2	1	257	261	2019_additional_alleles	female	89	seedling_only	R106E07	35.1108
Y44-6x1	44-6	1	267	261	2019_additional_alleles	female	44	seedling_only	R91G06	53.8378
Y89-11x1	89-11	1	267	260	2019_additional_alleles	female	89	seedling_only	R106E07	35.1108
Y74G-3x1	74G-3	1	231	241	2019_additional_alleles	female	74	seedling_only	R65A10	695.5563333
Y81-5x1	81-5	1	358	310	2019_additional_alleles	female	81	seedling_only	R44E07	116.5753333
Y42-7x1	42-7	1	233	247	2019_additional_alleles	female	42	sperm_cell_high	R83A02	508.239
Y44-1x1	44-1	1	306	258	2019_additional_alleles	female	44	seedling_only	R91G06	53.8378
Y89-8x1	89-8	1	306	319	2019_additional_alleles	female	89	seedling_only	R106E07	35.1108
Y89-4x1	89-4	1	313	261	2019_additional_alleles	female	89	seedling_only	R106E07	35.1108
Y81-4x1	81-4	1	170	184	2019_additional_alleles	female	81	seedling_only	R44E07	116.5753333
Y74G-2x1	74G-2	1	247	232	2019_additional_alleles	female	74	seedling_only	R65A10	695.5563333
Y42-6x1	42-6	1	216	216	2019_additional_alleles	female	42	sperm_cell_high	R83A02	508.239
Y74-4x1	74-4	1	267	285	2019_additional_alleles	female	74	seedling_only	R65A10	695.5563333
Y89-7x1	89-7	1	232	219	2019_additional_alleles	female	89	seedling_only	R106E07	35.1108
Y44-3x1	44-3	1	233	234	2019_additional_alleles	female	44	seedling_only	R91G06	53.8378
